SEC_TERM,COURSE_SECTIONS_ID,SEC_STATUS,SEC_COMMENTS,SEC_PRINTED_COMMENTS,SEC_START_DATE,SEC_END_DATE,SEC_SUBJECT,SEC_COURSE_NO,SEC_NO,SEC_SHORT_TITLE,SEC_MIN_CRED,CSM_START_TIME,CSM_END_TIME,CSM_MONDAY,CSM_TUESDAY,CSM_WEDNESDAY,CSM_THURSDAY,CSM_FRIDAY,CSM_SATURDAY,CSM_SUNDAY,CSM_BLDG,CSM_ROOM,CSM_INSTR_METHOD,SEC_FACULTY_INFO,STUDENTS_AND_RESERVED_SEATS,SEC_CAPACITY,SEC_SCHED_CAPACITY,WAITLIST,XL_CAPACITY,XL_WAITLIST_MAX,CHARGE_AMT_1,CHARGE_AMT_2,CHARGE_AMT_3,AR_CODE_2,AR_CODE_3,sect_AW,sect_FAR,sect_HIS,sect_LIT,sect_CEA,sect_CL,sect_CD,sect_ER,sect_PHL,sect_THE,sect_FYC,sect_GD,sect_ILC,sect_IW,sect_ND,sect_NS,sect_OC,sect_PR,sect_QA,sect_SL,sect_SS,sect_WI,sect_PS,PREREQ,SEC_FACULTY_CONSENT_FLAG,SEC_PETITION_REQD_FLAG,SEC_HIDE_IN_CATALOG,CSM_START_DATE,CSM_END_DATE,NEEDS_BUILD,SEC_OVERRIDE_CRS_REQS_FLAG,SEC_OVR_PREREG_START_DATE,SEC_OVR_ADD_START_DATE,SEC_OVR_DROP_GR_REQD_DATE,SEC_OVR_DROP_END_DATE,SEC_ACAD_LEVEL,SEC_NO_WEEKS,SEC_XLIST,SEC_GRADE_SCHEME,SEC_CRED_TYPE,SEC_REG_RETAKE_POLICY,SEC_BILLING_CRED,SEC_BILLING_METHOD,SEC_BILLING_PERIOD_TYPE,SEC_MIN_ENROLL,SEC_ONLY_PASS_NOPASS_FLAG,SEC_ALLOW_PASS_NOPASS_FLAG,SEC_ALLOW_AUDIT_FLAG,SEC_ALLOW_WAITLIST_FLAG,SEC_WAITLIST_MAX,SEC_WAITLIST_NO_DAYS,SEC_CLOSE_WAITLIST_FLAG,CSM_ROOM_SCHED_TERM,SEC_SYNONYM,SEC_COURSE,SEC_NAME,SEC_MEETING_INFO,SEC_FIRST_MEETING_DATE,SEC_LAST_MEETING_DATE,Unnamed: 95,Unnamed: 96,TEST_INDEX
2024SP,20532,A,Unknown,Unknown,Jan 17 2024,May  9 2024,PSY,203,A,Developmental Psychology,3.0,09:30:00,10:45:00,-,Y,-,Y,-,Unknown,Unknown,OCON,107,LEC,J. Nolen,37.0,36.0,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19695,627,PSY-203-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, O'Connell Hall, Room 107",Jan 18 2024,May  9 2024,Unknown,Unknown,490
2024SP,20533,A,Unknown,Unknown,Jan 17 2024,May  9 2024,PSY,203,B,Developmental Psychology,3.0,17:15:00,18:30:00,Y,-,Y,-,-,Unknown,Unknown,Unknown,Unknown,REMOT,D. Devine,34.0,35.0,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19696,627,PSY-203-B,"01/17/2024-05/08/2024 Remote (Synchronous) Monday, Wednesday 05:15PM - 06:30PM, Room to be Announced",Jan 17 2024,May  8 2024,Unknown,Unknown,491
2024SP,20242,A,"This course provides a guide for students to assess their ownýlearning styles and create a plan to bestýsupport their academic needs. Students will be introduced toýorganizational strategies, theories ofýlearning, and types of memory. Through a series of multimodalýactivities, they will explore their ownýcognitive strengths, examine executive functions, and reviewýcommon barriers to learning. The class willýlearn how to collect data, assess their own progress, and adjustýlearning strategies as needed. Studentsýwill leave the course with a detailed plan on how to best supportýtheir learning at Carroll and fosterýhabits for future careers.",Unknown,Jan 17 2024,May  9 2024,PSY,289,A,Self-Assessment of Learning,3.0,14:15:00,15:30:00,Y,-,Y,-,-,Unknown,Unknown,SIMP,108,LEC,A. Weisberg,15.0,30.0,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,UL,3.0,T,T,4,N,N,Y,Y,10.0,3.0,Y,Unknown,19408,1455,PSY-289-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 02:15PM - 03:30PM, Simperman Hall, Room 108",Jan 17 2024,May  8 2024,Unknown,Unknown,493
2024SP,20555,A,Unknown,"This course investigates research and theory concerning theýbiological, cognitive, and psychosocial development of a personýfrom conception to death. The course covers lifespan developmentýtopics, investigating biopsychosocial influences during prenatalýdevelopment, infancy, early and middle childhood, adolescence,ýemerging adulthood, middle, and late adulthood, as well as issuesýsurrounding death, dying, and bereavement.",Jan 17 2024,May  9 2024,PSY,289,B,Learning Through Play,3.0,15:45:00,17:00:00,Y,-,Y,-,-,Unknown,Unknown,Unknown,Unknown,REMOT,D. Devine,19.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,UL,3.0,T,T,4,N,N,Y,Y,10.0,3.0,Y,Unknown,19718,1455,PSY-289-B,"01/17/2024-05/08/2024 Remote (Synchronous) Monday, Wednesday 03:45PM - 05:00PM, Room to be Announced",Jan 17 2024,May  8 2024,Unknown,Unknown,494
2024SP,20535,A,Unknown,Unknown,Jan 17 2024,May  9 2024,PSY,306,A,Abnormal Psychology,3.0,09:30:00,10:45:00,-,Y,-,Y,-,Unknown,Unknown,STCH,45,LEC,"R. Orr, R. Martin",20.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19698,648,PSY-306-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, St. Charles Hall, Room 045",Jan 18 2024,May  9 2024,Unknown,Unknown,495
2024SP,20536,F,Unknown,Unknown,Jan 17 2024,May  9 2024,PSY,308,A,Health Psychology,3.0,18:00:00,21:00:00,Y,-,-,-,-,Unknown,Unknown,OCON,119,LEC,J. Kauffmann,0.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,Y,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19699,652,PSY-308-A,"01/22/2024-05/06/2024 Lecture Monday 06:00PM - 09:00PM, O'Connell Hall, Room 119",Jan 22 2024,May  6 2024,Unknown,Unknown,496
2024SP,20537,A,Unknown,Unknown,Jan 17 2024,May  9 2024,PSY,314,A,Cognitive Psychology,3.0,18:00:00,21:00:00,-,-,Y,-,-,Unknown,Unknown,OCON,102,LEC,"R. Connell, J. Nolen",19.0,22.0,22.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,Y,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19700,1830,PSY-314-A,"01/17/2024-05/08/2024 Lecture Wednesday 06:00PM - 09:00PM, O'Connell Hall, Room 102",Jan 17 2024,May  8 2024,Unknown,Unknown,497
2024SP,20538,A,Unknown,Unknown,Jan 17 2024,May  9 2024,PSY,321,A,Forensic Psychology,3.0,14:15:00,15:30:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,212,LEC,"D. Smelko, J. Nolen",16.0,25.0,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,Y,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19701,2070,PSY-321-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, Simperman Hall, Room 212",Jan 18 2024,May  9 2024,Unknown,Unknown,498
2024SP,20556,A,Unknown,Unknown,Jan 17 2024,May  9 2024,PSY,334,A,Experiential/Adventure Therapy,3.0,11:00:00,12:15:00,-,Y,-,Y,-,Unknown,Unknown,OCON,102,LEC,J. Nolen,23.0,23.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19719,2661,PSY-334-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, O'Connell Hall, Room 102",Jan 18 2024,May  9 2024,Unknown,Unknown,499
2024SP,20540,A,Unknown,Unknown,Jan 17 2024,May  9 2024,PSY,416,A,Brain and Behavior,3.0,09:30:00,10:45:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,212,LEC,N. Honzel,11.0,15.0,15.0,Unknown,Unknown,Unknown,30.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19703,1573,PSY-416-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 212",Jan 18 2024,May  9 2024,Unknown,Unknown,501
2024SP,20747,A,Unknown,Unknown,Jan 17 2024,May  9 2024,PSY,416,B,Brain and Behavior,3.0,11:00:00,12:15:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,212,LEC,N. Honzel,8.0,15.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19895,1573,PSY-416-B,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, Simperman Hall, Room 212",Jan 18 2024,May  9 2024,Unknown,Unknown,502
2024SP,20753,A,Unknown,Unknown,Jan 17 2024,May  9 2024,PSY,416L,A,Brain and Behavior Lab,1.0,12:00:00,13:50:00,Y,-,-,-,-,Unknown,Unknown,SIMP,231,LAB,N. Honzel,14.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Needs Build,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,1.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19900,2738,PSY-416L-A,"01/17/2024-05/09/2024 Lab Monday 12:00PM - 01:50PM, Simperman Hall, Room 231",Jan 17 2024,May  9 2024,Unknown,Unknown,503
2024SP,20754,A,Unknown,Unknown,Jan 17 2024,May  9 2024,PSY,416L,B,Brain and Behavior Lab,1.0,14:00:00,15:50:00,Y,-,-,-,-,Unknown,Unknown,SIMP,106,LAB,N. Honzel,5.0,15.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,1.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19901,2738,PSY-416L-B,"01/22/2024-05/06/2024 Lab Monday 02:00PM - 03:50PM, Simperman Hall, Room 106",Jan 22 2024,May  6 2024,Unknown,Unknown,504
2024SP,20547,F,Unknown,"Human Brain Imaging II is a course that focuses on the analysisýof human brain imaging data.  This course will be an introductionýto understanding, processing and analyzing a research experimentýusing brain imaging techniques.  In this course, students willýunderstand the various steps required to process the data andýlearn how to extract specific electrophysiological componentsýthat can be used for statistical analysis.",Jan 17 2024,May  9 2024,PSY,489,A,Human Brain Imaging II,3.0,10:00:00,10:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,231,LEC,N. Honzel,0.0,10.0,10.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,Y,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,UL,3.0,T,T,4,N,N,Y,Y,10.0,3.0,Y,2024SP,19710,1461,PSY-489-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Simperman Hall, Room 231",Jan 17 2024,May  8 2024,Unknown,Unknown,512
2024SP,20548,F,Unknown,"This course will provide students with advanced instructionýrelated to clinical, interpersonal, andýprofessional skills necessary for effective navigation of careersýin mental health. In this course,ýstudents will not only learn about relevant theory and research,ýbut also continually engage inýdiscussion, role-play, and shared caseýconceptualization/treatment planning in order to maximizeýexperiential learning. This is an ideal course with thoseýexpecting to work in human serviceýfields including counseling, social work, occupational therapy,ýpsychiatric nursing, and teaching- among others.",Jan 17 2024,May  9 2024,PSY,489,B,Advanced Clinical Skills,3.0,11:00:00,12:15:00,-,Y,-,Y,-,Unknown,Unknown,OCON,125,LEC,J. Nolen,0.0,10.0,10.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,Y,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,UL,3.0,T,T,4,N,N,Y,Y,10.0,3.0,Y,2024SP,19711,1461,PSY-489-B,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, O'Connell Hall, Room 125",Jan 18 2024,May  9 2024,Unknown,Unknown,513
2024SP,20577,A,Unknown,Unknown,Jan 17 2024,May  9 2024,SO,101,A,Introduction to Sociology,3.0,15:45:00,17:00:00,Y,-,Y,-,-,Unknown,Unknown,SIMP,114,LEC,J. Stoeckel,20.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19740,8,SO-101-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 03:45PM - 05:00PM, Simperman Hall, Room 114",Jan 17 2024,May  8 2024,Unknown,Unknown,519
2024SP,20578,A,Unknown,Unknown,Jan 17 2024,May  9 2024,SO,101,B,Introduction to Sociology,3.0,14:15:00,15:30:00,Y,-,Y,-,-,Unknown,Unknown,SIMP,114,LEC,J. Stoeckel,20.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19741,8,SO-101-B,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 02:15PM - 03:30PM, Simperman Hall, Room 114",Jan 17 2024,May  8 2024,Unknown,Unknown,520
2024SP,20869,A,Unknown,Unknown,Jan 17 2024,May  9 2024,SO,101,C,Introduction to Sociology,3.0,15:45:00,17:00:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,114,LEC,J. Stoeckel,20.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,20004,8,SO-101-C,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 03:45PM - 05:00PM, Simperman Hall, Room 114",Jan 18 2024,May  9 2024,Unknown,Unknown,521
2024SP,20579,A,Unknown,Unknown,Jan 17 2024,May  9 2024,SO,218,A,Intro Native Am Studies(CDND),3.0,14:15:00,15:30:00,Y,-,Y,-,-,Unknown,Unknown,OCON,125,LEC,L. Ferguson,5.0,20.0,20.0,Unknown,20.0,10.0,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,CL,CD,-,-,-,-,-,-,-,ND,-,-,-,-,-,SS,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,684.0,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19742,13,SO-218-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 02:15PM - 03:30PM, O'Connell Hall, Room 125",Jan 17 2024,May  8 2024,Unknown,Unknown,523
2024SP,20588,A,Unknown,Unknown,Jan 17 2024,May  9 2024,SO,251,A,"Gender, Health, and Medicine",3.0,15:45:00,17:00:00,Y,-,Y,-,-,Unknown,Unknown,STCH,18,LEC,P. Christian,14.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19751,1483,SO-251-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 03:45PM - 05:00PM, St. Charles Hall, Room 018",Jan 17 2024,May  8 2024,Unknown,Unknown,524
2024SP,20589,A,Unknown,Unknown,Jan 17 2024,May  9 2024,SO,256,A,Gender & Work,3.0,14:15:00,15:30:00,Y,-,Y,-,-,Unknown,Unknown,STCH,18,LEC,J. Dolan,12.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,CD,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19752,2216,SO-256-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 02:15PM - 03:30PM, St. Charles Hall, Room 018",Jan 17 2024,May  8 2024,Unknown,Unknown,525
2024SP,20590,A,Unknown,Unknown,Jan 17 2024,May  9 2024,SO,262,A,"Alchlsm, Drug Abuse, Dependent",3.0,18:00:00,21:00:00,-,-,Y,-,-,Unknown,Unknown,STCH,18,LEC,H. Mook,17.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19753,701,SO-262-A,"01/17/2024-05/08/2024 Lecture Wednesday 06:00PM - 09:00PM, St. Charles Hall, Room 018",Jan 17 2024,May  8 2024,Unknown,Unknown,526
2024SP,20587,A,Unknown,Unknown,Jan 17 2024,May  9 2024,SO,317,A,Ethnic & Racial Relations(ND),3.0,14:15:00,15:30:00,-,Y,-,Y,-,Unknown,Unknown,STCH,44,LEC,J. Dolan,7.0,20.0,20.0,Unknown,20.0,10.0,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,CL,CD,-,-,-,-,-,-,-,ND,-,-,-,-,-,SS,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,686.0,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19750,713,SO-317-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, St. Charles Hall, Room 044",Jan 18 2024,May  9 2024,Unknown,Unknown,527
2024SP,20591,A,Unknown,Unknown,Jan 17 2024,May  9 2024,SO,321,A,"Crime, Justice, and the Media",3.0,15:45:00,17:00:00,-,Y,-,Y,-,Unknown,Unknown,STCH,45,LEC,N. Petty,14.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19754,2660,SO-321-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 03:45PM - 05:00PM, St. Charles Hall, Room 045",Jan 18 2024,May  9 2024,Unknown,Unknown,528
2024SP,20580,C,Unknown,Unknown,Jan 17 2024,May  9 2024,SO,331,A,Soc Science Rsrch Methods(WI),4.0,11:00:00,12:15:00,-,Y,-,Y,-,Unknown,Unknown,STCH,18,LEC,"J. Dolan, P. Christian",0.0,20.0,20.0,Unknown,20.0,10.0,35.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WI,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Needs Build,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,685.0,+,INST,R2,4.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19743,715,SO-331-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, St. Charles Hall, Room 018 (more)...",Jan 18 2024,May  9 2024,Unknown,Unknown,529
2024SP,20861,C,Unknown,Unknown,Jan 17 2024,May  9 2024,SO,331,LX,Soc Science Rsrch Methods(WI),1.0,11:00:00,11:55:00,-,-,Y,-,-,Unknown,Unknown,SIMP,106,LAB,P. Christian,0.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WI,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Needs Build,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,1.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19998,715,SO-331-LX,"01/17/2024-05/08/2024 Lab Wednesday 11:00AM - 11:55AM, Simperman Hall, Room 106",Jan 17 2024,May  8 2024,Unknown,Unknown,531
2024SP,20883,A,Unknown,Unknown,Jan 17 2024,May  9 2024,SO,331LX,A,Soc Sci Rsrch Methods Lab Only,1.0,11:00:00,11:55:00,-,-,Y,-,-,Unknown,Unknown,SIMP,106,LAB,P. Christian,5.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,PS,Unknown,N,Y,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,1.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,20018,2281,SO-331LX-A,"01/17/2024-05/08/2024 Lab Wednesday 11:00AM - 11:55AM, Simperman Hall, Room 106",Jan 17 2024,May  8 2024,Unknown,Unknown,532
2024SP,20860,A,Unknown,Unknown,Jan 17 2024,May  9 2024,SO,495,A,Senior Seminar (WI),3.0,11:00:00,11:50:00,Y,-,Y,-,Y,Unknown,Unknown,Unknown,Unknown,SEM,J. Dolan,2.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WI,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19997,688,SO-495-A,"01/17/2024-05/08/2024 Seminar Monday, Wednesday, Friday 11:00AM - 11:50AM, Room to be Announced",Jan 17 2024,May  8 2024,Unknown,Unknown,535
