SEC_TERM,COURSE_SECTIONS_ID,SEC_STATUS,SEC_COMMENTS,SEC_PRINTED_COMMENTS,SEC_START_DATE,SEC_END_DATE,SEC_SUBJECT,SEC_COURSE_NO,SEC_NO,SEC_SHORT_TITLE,SEC_MIN_CRED,CSM_START_TIME,CSM_END_TIME,CSM_MONDAY,CSM_TUESDAY,CSM_WEDNESDAY,CSM_THURSDAY,CSM_FRIDAY,CSM_SATURDAY,CSM_SUNDAY,CSM_BLDG,CSM_ROOM,CSM_INSTR_METHOD,SEC_FACULTY_INFO,STUDENTS_AND_RESERVED_SEATS,SEC_CAPACITY,SEC_SCHED_CAPACITY,WAITLIST,XL_CAPACITY,XL_WAITLIST_MAX,CHARGE_AMT_1,CHARGE_AMT_2,CHARGE_AMT_3,AR_CODE_2,AR_CODE_3,sect_AW,sect_FAR,sect_HIS,sect_LIT,sect_CEA,sect_CL,sect_CD,sect_ER,sect_PHL,sect_THE,sect_FYC,sect_GD,sect_ILC,sect_IW,sect_ND,sect_NS,sect_OC,sect_PR,sect_QA,sect_SL,sect_SS,sect_WI,sect_PS,PREREQ,SEC_FACULTY_CONSENT_FLAG,SEC_PETITION_REQD_FLAG,SEC_HIDE_IN_CATALOG,CSM_START_DATE,CSM_END_DATE,NEEDS_BUILD,SEC_OVERRIDE_CRS_REQS_FLAG,SEC_OVR_PREREG_START_DATE,SEC_OVR_ADD_START_DATE,SEC_OVR_DROP_GR_REQD_DATE,SEC_OVR_DROP_END_DATE,SEC_ACAD_LEVEL,SEC_NO_WEEKS,SEC_XLIST,SEC_GRADE_SCHEME,SEC_CRED_TYPE,SEC_REG_RETAKE_POLICY,SEC_BILLING_CRED,SEC_BILLING_METHOD,SEC_BILLING_PERIOD_TYPE,SEC_MIN_ENROLL,SEC_ONLY_PASS_NOPASS_FLAG,SEC_ALLOW_PASS_NOPASS_FLAG,SEC_ALLOW_AUDIT_FLAG,SEC_ALLOW_WAITLIST_FLAG,SEC_WAITLIST_MAX,SEC_WAITLIST_NO_DAYS,SEC_CLOSE_WAITLIST_FLAG,CSM_ROOM_SCHED_TERM,SEC_SYNONYM,SEC_COURSE,SEC_NAME,SEC_MEETING_INFO,SEC_FIRST_MEETING_DATE,SEC_LAST_MEETING_DATE,,,TEST_INDEX
2024SP,20393,C,,,Jan 17 2024,May  9 2024,PHYS,206,B,Physics Using Calculus II,4,10:00AM,10:50AM,Y,-,Y,-,Y,,,,,LEC,A. Szpilka,0,25,25,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,4,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19559,156,PHYS-206-B,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Room to be Announced",Jan 17 2024,May  9 2024,,,472
2024SP,20394,A,,,Jan 17 2024,May  9 2024,PHYS,206L,A,Physics Using Calculus II Lab,0,3:00PM,4:50PM,-,-,Y,-,-,,,SIMP,121,LAB,A. Szpilka,4,24,24,,,,25,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,,NGRD,R2,0,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19560,1989,PHYS-206L-A,"01/17/2024-05/09/2024 Lab Wednesday 03:00PM - 04:50PM, Simperman Hall, Room 121",Jan 17 2024,May  8 2024,,,473
2024SP,20395,A,,,Jan 17 2024,May  9 2024,PHYS,206L,B,Physics Using Calculus II Lab,0,3:45PM,5:35PM,-,-,-,Y,-,,,SIMP,121,LAB,A. Szpilka,13,24,24,,,,25,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,,NGRD,R2,0,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19561,1989,PHYS-206L-B,"01/17/2024-05/09/2024 Lab Thursday 03:45PM - 05:35PM, Simperman Hall, Room 121",Jan 18 2024,May  9 2024,,,474
2024SP,20619,A,,,Jan 17 2024,May  9 2024,PO,115,A,International Relations CD/GD,3,11:00AM,12:15PM,-,Y,-,Y,-,,,OCON,107,LEC,S. Forrest,52,52,46,,,,,,,,,-,-,-,-,-,-,CD,-,-,-,-,GD,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19781,584,PO-115-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, O'Connell Hall, Room 107",Jan 18 2024,May  9 2024,,,475
2024SP,20620,A,,,Jan 17 2024,May  9 2024,PO,119,A,City Politics (ND),3,2:00PM,2:50PM,Y,-,Y,-,Y,,,SIMP,314,LEC,J. Johnson,27,35,35,,,,,,,,,-,-,-,-,-,-,CD,-,-,-,-,-,-,-,ND,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19782,1872,PO-119-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 02:00PM - 02:50PM, Simperman Hall, Room 314",Jan 17 2024,May  8 2024,,,476
2024SP,20621,A,,,Jan 17 2024,May  9 2024,PO,201,A,Intro to Legal Profession,1,6:30PM,8:00PM,-,Y,-,-,-,,,SIMP,212,LEC,A. Street,20,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,,19783,585,PO-201-A,"01/23/2024-05/07/2024 Lecture Tuesday 06:30PM - 08:00PM, Simperman Hall, Room 212",Jan 23 2024,May  7 2024,,,477
2024SP,20622,A,,,Jan 17 2024,May  9 2024,PO,210,A,Intro to Constitutional Law,3,5:15PM,6:30PM,Y,-,Y,-,-,,,SIMP,312,LEC,C. Smith,18,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19784,588,PO-210-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 05:15PM - 06:30PM, Simperman Hall, Room 312",Jan 17 2024,May  8 2024,,,478
2024SP,20623,A,,,Jan 17 2024,May  9 2024,PO,243,A,Political Economy,3,2:15PM,3:30PM,-,Y,-,Y,-,,,SIMP,331,LEC,A. Street,27,22,22,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19785,2117,PO-243-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, Simperman Hall, Room 331",Jan 18 2024,May  9 2024,,,479
2024SP,20614,A,,,Jan 17 2024,May  9 2024,PO,260,A,Health Politics & Policy (WI),3,12:00PM,12:50PM,Y,-,Y,-,Y,,,CHPL,201,HYBRD,J. Johnson,31,32,30,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,IW,-,-,-,-,-,-,SS,WI,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19777,2347,PO-260-A,"01/17/2024-05/08/2024 Hybrid (Remote & In-Person) Monday, Wednesday, Friday 12:00PM - 12:50PM, All Saints Chapel, Room 201",Jan 17 2024,May  8 2024,,,480
2024SP,20624,A,,,Jan 17 2024,May  9 2024,PO,306,A,Political Research Methods,3,9:30AM,10:45AM,-,Y,-,Y,-,,,OCON,106,LEC,A. Street,24,24,24,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19786,596,PO-306-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, O'Connell Hall, Room 106",Jan 18 2024,May  9 2024,,,481
2024SP,20625,A,,,Jan 17 2024,May  9 2024,PO,315,A,Congress and the Presidency,3,6:30PM,9:00PM,Y,-,-,-,-,,,STCH,140,LEC,J. Johnson,12,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19787,1990,PO-315-A,"01/22/2024-05/06/2024 Lecture Monday 06:30PM - 09:00PM, St. Charles Hall, Room 140",Jan 22 2024,May  6 2024,,,482
2024SP,20615,A,,,Jan 17 2024,May  9 2024,PO,425,A,Internship,1,,,-,-,-,-,-,,,,,INTR,J. Johnson,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,N,,,Y,2024SP,19778,1576,PO-425-A,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,483
2024SP,20616,A,,,Jan 17 2024,May  9 2024,PO,485,A,Independent Study,1,,,-,-,-,-,-,,,,,INDP,J. Johnson,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,N,N,N,,,Y,,19779,1448,PO-485-A,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,484
2024SP,20859,A,,,Jan 17 2024,May  9 2024,PO,485,B,Independent Study,1,12:30PM,1:30PM,-,Y,-,Y,-,,,OCON,125,INDP,S. Forrest,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,N,N,N,,,Y,,19996,1448,PO-485-B,"01/18/2024-05/09/2024 Independent Study Tuesday, Thursday 12:30PM - 01:30PM, O'Connell Hall, Room 125",Jan 18 2024,May  9 2024,,,485
2024SP,20617,A,,,Jan 17 2024,May  9 2024,PO,499,A,Senior Thesis,1,,,-,-,-,-,-,,,,,HON,To be Announced,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,N,N,,,Y,2024SP,19780,803,PO-499-A,"01/17/2024-05/09/2024 Honors Thesis Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,486
2024SP,20552,A,,,Jan 17 2024,May  9 2024,PSY,105,A,General Psychology,3,2:15PM,3:30PM,-,Y,-,Y,-,,,OCON,107,LEC,A. Weisberg,22,40,40,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19715,54,PSY-105-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, O'Connell Hall, Room 107",Jan 18 2024,May  9 2024,,,487
2024SP,20554,A,,,Jan 17 2024,May  9 2024,PSY,105,B,General Psychology,3,11:00AM,12:15PM,-,Y,-,Y,-,,,SIMP,101,LEC,A. Weisberg,40,40,40,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19717,54,PSY-105-B,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, Simperman Hall, Room 101",Jan 18 2024,May  9 2024,,,488
2024SP,20531,F,,,Jan 17 2024,May  9 2024,PSY,105,C,General Psychology,3,6:45PM,8:00PM,Y,-,Y,-,-,,,OCON,107,LEC,K. Dukart,0,45,50,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19694,54,PSY-105-C,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 06:45PM - 08:00PM, O'Connell Hall, Room 107",Jan 17 2024,May  8 2024,,,489
2024SP,20532,A,,,Jan 17 2024,May  9 2024,PSY,203,A,Developmental Psychology,3,9:30AM,10:45AM,-,Y,-,Y,-,,,OCON,107,LEC,J. Nolen,37,36,35,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19695,627,PSY-203-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, O'Connell Hall, Room 107",Jan 18 2024,May  9 2024,,,490
2024SP,20533,A,,,Jan 17 2024,May  9 2024,PSY,203,B,Developmental Psychology,3,5:15PM,6:30PM,Y,-,Y,-,-,,,,,REMOT,D. Devine,34,35,35,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19696,627,PSY-203-B,"01/17/2024-05/08/2024 Remote (Synchronous) Monday, Wednesday 05:15PM - 06:30PM, Room to be Announced",Jan 17 2024,May  8 2024,,,491
2024SP,20534,F,,,Jan 17 2024,May  9 2024,PSY,216,A,Social Psychology (ND),3,,,-,-,-,-,-,,,CHPL,201,LEC,To be Announced,0,30,30,,30,10,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ND,-,-,-,-,-,SS,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,683,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19697,630,PSY-216-A,"01/17/2024-05/09/2024 Lecture Days to be Announced, Times to be AnnouncedAll Saints Chapel, Room 201",Jan 17 2024,May  9 2024,,,492
2024SP,20242,A,"This course provides a guide for students to assess their ownýlearning styles and create a plan to bestýsupport their academic needs. Students will be introduced toýorganizational strategies, theories ofýlearning, and types of memory. Through a series of multimodalýactivities, they will explore their ownýcognitive strengths, examine executive functions, and reviewýcommon barriers to learning. The class willýlearn how to collect data, assess their own progress, and adjustýlearning strategies as needed. Studentsýwill leave the course with a detailed plan on how to best supportýtheir learning at Carroll and fosterýhabits for future careers.",,Jan 17 2024,May  9 2024,PSY,289,A,Self-Assessment of Learning,3,2:15PM,3:30PM,Y,-,Y,-,-,,,SIMP,108,LEC,A. Weisberg,15,30,30,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,3,T,T,4,N,N,Y,Y,10,3,Y,,19408,1455,PSY-289-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 02:15PM - 03:30PM, Simperman Hall, Room 108",Jan 17 2024,May  8 2024,,,493
2024SP,20555,A,,"This course investigates research and theory concerning theýbiological, cognitive, and psychosocial development of a personýfrom conception to death. The course covers lifespan developmentýtopics, investigating biopsychosocial influences during prenatalýdevelopment, infancy, early and middle childhood, adolescence,ýemerging adulthood, middle, and late adulthood, as well as issuesýsurrounding death, dying, and bereavement.",Jan 17 2024,May  9 2024,PSY,289,B,Learning Through Play,3,3:45PM,5:00PM,Y,-,Y,-,-,,,,,REMOT,D. Devine,19,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,3,T,T,4,N,N,Y,Y,10,3,Y,,19718,1455,PSY-289-B,"01/17/2024-05/08/2024 Remote (Synchronous) Monday, Wednesday 03:45PM - 05:00PM, Room to be Announced",Jan 17 2024,May  8 2024,,,494
2024SP,20535,A,,,Jan 17 2024,May  9 2024,PSY,306,A,Abnormal Psychology,3,9:30AM,10:45AM,-,Y,-,Y,-,,,STCH,45,LEC,"R. Orr, R. Martin",20,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19698,648,PSY-306-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, St. Charles Hall, Room 045",Jan 18 2024,May  9 2024,,,495
2024SP,20536,F,,,Jan 17 2024,May  9 2024,PSY,308,A,Health Psychology,3,6:00PM,9:00PM,Y,-,-,-,-,,,OCON,119,LEC,J. Kauffmann,0,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,Y,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19699,652,PSY-308-A,"01/22/2024-05/06/2024 Lecture Monday 06:00PM - 09:00PM, O'Connell Hall, Room 119",Jan 22 2024,May  6 2024,,,496
2024SP,20537,A,,,Jan 17 2024,May  9 2024,PSY,314,A,Cognitive Psychology,3,6:00PM,9:00PM,-,-,Y,-,-,,,OCON,102,LEC,"R. Connell, J. Nolen",19,22,22,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,Y,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19700,1830,PSY-314-A,"01/17/2024-05/08/2024 Lecture Wednesday 06:00PM - 09:00PM, O'Connell Hall, Room 102",Jan 17 2024,May  8 2024,,,497
2024SP,20538,A,,,Jan 17 2024,May  9 2024,PSY,321,A,Forensic Psychology,3,2:15PM,3:30PM,-,Y,-,Y,-,,,SIMP,212,LEC,"D. Smelko, J. Nolen",16,25,25,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,Y,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19701,2070,PSY-321-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, Simperman Hall, Room 212",Jan 18 2024,May  9 2024,,,498
2024SP,20556,A,,,Jan 17 2024,May  9 2024,PSY,334,A,Experiential/Adventure Therapy,3,11:00AM,12:15PM,-,Y,-,Y,-,,,OCON,102,LEC,J. Nolen,23,23,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19719,2661,PSY-334-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, O'Connell Hall, Room 102",Jan 18 2024,May  9 2024,,,499
2024SP,20539,A,,,Jan 17 2024,May  9 2024,PSY,388,A,Undergrad Teaching Assistant,1,,,-,-,-,-,-,,,,,LEC,A. Weisberg,6,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,Y,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,N,,,Y,2024SP,19702,1895,PSY-388-A,"01/17/2024-05/09/2024 Lecture Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,500
2024SP,20540,A,,,Jan 17 2024,May  9 2024,PSY,416,A,Brain and Behavior,3,9:30AM,10:45AM,-,Y,-,Y,-,,,SIMP,212,LEC,N. Honzel,11,15,15,,,,30,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19703,1573,PSY-416-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 212",Jan 18 2024,May  9 2024,,,501
2024SP,20747,A,,,Jan 17 2024,May  9 2024,PSY,416,B,Brain and Behavior,3,11:00AM,12:15PM,-,Y,-,Y,-,,,SIMP,212,LEC,N. Honzel,8,15,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19895,1573,PSY-416-B,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, Simperman Hall, Room 212",Jan 18 2024,May  9 2024,,,502
2024SP,20753,A,,,Jan 17 2024,May  9 2024,PSY,416L,A,Brain and Behavior Lab,1,12:00PM,1:50PM,Y,-,-,-,-,,,SIMP,231,LAB,N. Honzel,14,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,,19900,2738,PSY-416L-A,"01/17/2024-05/09/2024 Lab Monday 12:00PM - 01:50PM, Simperman Hall, Room 231",Jan 17 2024,May  9 2024,,,503
2024SP,20754,A,,,Jan 17 2024,May  9 2024,PSY,416L,B,Brain and Behavior Lab,1,2:00PM,3:50PM,Y,-,-,-,-,,,SIMP,106,LAB,N. Honzel,5,15,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,,19901,2738,PSY-416L-B,"01/22/2024-05/06/2024 Lab Monday 02:00PM - 03:50PM, Simperman Hall, Room 106",Jan 22 2024,May  6 2024,,,504
2024SP,20541,A,,,Jan 17 2024,May  9 2024,PSY,425,A,Internship,1,,,-,-,-,-,-,,,,,INTR,J. Nolen,4,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,N,N,,,Y,2024SP,19704,687,PSY-425-A,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,505
2024SP,20542,A,,,Jan 17 2024,May  9 2024,PSY,485,A,Independent Study-$,1,,,-,-,-,-,-,,,,,INDP,N. Honzel,0,20,,,,,30,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,N,N,,,Y,2024SP,19705,819,PSY-485-A,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,506
2024SP,20543,A,,,Jan 17 2024,May  9 2024,PSY,485,B,Independent Study,1,,,-,-,-,-,-,,,,,INDP,J. Nolen,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,N,N,,,Y,2024SP,19706,819,PSY-485-B,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,507
2024SP,20544,A,,,Jan 17 2024,May  9 2024,PSY,485,C,Independent Study,1,,,-,-,-,-,-,,,,,INDP,N. Honzel,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,N,N,,,Y,2024SP,19707,819,PSY-485-C,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,508
2024SP,20545,A,,,Jan 17 2024,May  9 2024,PSY,486,A,Independent Research in PSY,1,,,-,-,-,-,-,,,,,INDP,N. Honzel,2,20,,,,,10,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Y,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,N,,,Y,2024SP,19708,689,PSY-486-A,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,509
2024SP,20546,A,,,Jan 17 2024,May  9 2024,PSY,486,B,Independent Research in PSY,1,,,-,-,-,-,-,,,,,INDP,D. Devine,0,20,,,,,10,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Y,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,N,,,Y,2024SP,19709,689,PSY-486-B,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,510
2024SP,20878,A,,,Jan 17 2024,May  9 2024,PSY,486,C,Independent Research in PSY,,,,,,,,,,,,,,N. Honzel,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Y,N,,,,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,N,,,Y,,20013,689,PSY-486-C,01/17/2024-05/09/2024,Jan 17 2024,May  9 2024,,,511
